City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
252,La Libertad,EC,2021-01-17 02:17:27,-2.2333,-80.9,75.43,84,100,5.79
253,Krasnosilka,UA,2021-01-17 02:17:27,46.6226,30.7742,6.8,72,0,13.42
254,Ust-Nera,RU,2021-01-17 02:17:27,64.5667,143.2,-31.18,74,100,4.34
255,Karpathos,GR,2021-01-17 02:17:27,35.507,27.2132,51.8,76,100,13.8
256,Tomatlan,MX,2021-01-17 02:17:27,19.9333,-105.25,67.42,76,28,0.67
257,Manta,EC,2021-01-17 02:17:28,-0.95,-80.7333,77.0,83,75,3.44
258,Magadi,IN,2021-01-17 02:17:28,12.9667,77.2333,68.0,94,75,2.3
259,Poum,NC,2021-01-17 02:17:28,-20.2333,164.0167,82.76,77,100,4.12
260,Aktau,KZ,2021-01-17 02:17:28,43.65,51.2,30.2,93,0,6.71
261,Likasi,CD,2021-01-17 02:17:28,-10.9814,26.7333,59.59,96,92,2.26
262,Meadville,US,2021-01-17 02:15:54,41.6414,-80.1515,30.0,86,90,6.91
263,Longyearbyen,SJ,2021-01-17 02:16:29,78.2186,15.6401,21.2,79,75,5.75
264,Muroto,JP,2021-01-17 02:17:28,33.2833,134.15,50.0,40,75,10.36
265,Port-Gentil,GA,2021-01-17 02:16:00,-0.7193,8.7815,80.06,81,99,8.9
266,Hirara,JP,2021-01-17 02:17:28,24.8,125.2833,60.8,77,75,21.85
267,Esperance,AU,2021-01-17 02:17:28,-33.8667,121.9,71.6,40,6,11.5
268,Richards Bay,ZA,2021-01-17 02:16:07,-28.783,32.0377,70.84,87,22,8.03
269,Shimoda,JP,2021-01-17 02:17:28,34.6667,138.95,50.0,62,75,9.22
270,Gunjur,GM,2021-01-17 02:16:14,13.2019,-16.7339,69.8,35,95,6.91
271,Victoria,HK,2021-01-17 02:17:28,22.2855,114.1577,61.0,55,55,18.92
272,Lewistown,US,2021-01-17 02:17:28,40.5992,-77.5714,35.6,87,75,10.36
273,Black Forest,US,2021-01-17 02:17:28,39.0131,-104.7008,34.0,59,1,5.75
274,Diamantino,BR,2021-01-17 02:17:28,-14.4086,-56.4461,73.67,91,100,5.01
275,Araceli,PH,2021-01-17 02:17:29,10.5529,119.9913,79.2,85,100,25.86
276,Takoradi,GH,2021-01-17 02:17:29,4.8845,-1.7554,78.58,86,63,5.84
